age,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown
28,0,-0.3948695635709472,0,0,11,9,-0.38894512653956836,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
30,0,-0.39257051076727584,1,0,10,5,-0.01228261419818937,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29,0,-0.25364203420256265,0,0,25,8,-0.5209711617932475,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34,0,-0.42344350555943433,0,0,4,3,0.6517306807541385,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,0.1670846288692993,0,0,4,6,-0.47437373758606666,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,0,-0.33082452118295885,1,0,12,8,1.3623413999136473,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26,0,-0.4221297611001935,0,0,26,0,-0.3229321089127287,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
27,0,-0.40176672198196134,0,0,15,5,0.7371592918006369,5,-0.4114531064930479,-0.25194037067217256,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,-0.13770408567456321,0,0,30,0,0.9856788875722684,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21,0,0.2964884581045168,0,0,17,3,-0.6452309596790633,2,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,0,-0.3754918327971456,0,0,30,0,0.7759904786399543,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53,0,0.20354103761323114,1,1,27,9,-0.3811788891717049,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
30,0,0.5851838030226797,0,0,19,8,-0.17925671760725428,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
29,0,-0.22605340055850612,0,0,17,0,-0.3423477023323874,5,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
31,0,-0.31308897098320826,0,1,9,5,1.187601059136719,5,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,0,-0.4474193419405787,1,0,3,3,-0.02781508893391634,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,-0.22276903941040416,1,0,14,8,1.3545751625457838,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,0,-0.06085003480897719,0,0,8,6,-0.058880038405370275,4,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,0,-0.27137758440231324,1,0,8,0,0.06149664079651373,3,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22,0,0.05246042480054067,0,0,30,10,0.4265097970860975,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
58,0,-0.0398301234611246,0,0,18,1,-0.24915285391802564,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,-0.24510269521749753,0,0,6,11,-0.03169820761784808,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67,0,0.02651397173053513,0,0,8,0,-0.05111380103750679,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
36,0,-0.38074681063410876,0,0,29,10,-0.4627243815342715,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,0,-0.4247572500186751,0,0,30,4,1.0633412612509032,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
37,0,-0.431325972314879,1,0,16,8,1.4011725867529647,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
38,0,-0.43920843907032375,1,0,1,6,-0.10159434392861943,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
55,0,-0.4474193419405787,0,0,18,1,-0.08217875050896073,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35,0,-0.3974970524894288,1,0,2,6,1.183717940452787,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
33,0,-0.4257425583631057,0,0,5,6,-0.39282824522350007,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
31,0,-0.09008084902708469,1,0,8,0,1.230315364659968,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,0,0.03144051345268808,0,0,30,0,0.08867847158403593,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
47,0,0.1385106868808122,0,0,19,10,0.49252281471293713,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45,0,-0.15478276364469343,1,0,7,4,-0.544269873896838,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
41,0,-0.4474193419405787,0,0,30,5,0.9740295315204731,2,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,-0.3065202486870043,1,0,23,10,-0.6918283838862442,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,0.4298335207174566,0,0,14,1,-0.6374647223111999,4,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,-0.1981363307996394,1,0,9,0,0.22847074420557864,5,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
68,0,0.36348942552579694,1,0,15,5,1.141003634929538,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
59,0,-0.4474193419405787,0,0,5,6,0.9118996325775652,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57,0,-0.3633396965491683,0,0,6,7,-0.12100993734827815,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,-0.22605340055850612,1,0,7,1,1.276912788867149,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,0,-0.4070216998189245,0,0,12,1,0.7410424104845686,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
28,0,0.07282346391877285,1,0,1,11,-0.14042553076793687,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,0,-0.4411790557591849,0,0,17,0,-0.423893194694954,1,-0.4114531064930479,-0.25194037067217256,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53,0,-0.2546273425469932,0,0,19,9,1.1759517030849238,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
45,0,0.15394718427689144,0,0,27,8,0.06537975948044547,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
32,0,-0.217514061573441,0,0,13,9,-0.6529971970469268,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
25,0,0.37564156177377417,0,0,17,3,0.8808346831061113,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,1,-0.8182237155612907,1,0,2,6,1.1526529909813332,5,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
47,0,-0.3505306880715707,1,0,6,6,-0.6374647223111999,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52,0,-0.018481775998461816,0,0,15,6,0.11586030237155812,1,-0.4114531064930479,-0.25194037067217256,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,-0.42639943059272606,0,0,11,6,1.2730296701832173,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30,0,-0.3167017682461204,0,0,24,0,-0.08994498787682421,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
51,0,-0.20240600029217196,0,0,25,1,0.4420422718218245,5,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,0,-0.3157164599016898,0,0,5,8,-0.2724515660216161,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
34,0,0.014361835482557851,1,0,27,8,-0.439425669430681,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,-0.4057079553596837,0,0,3,6,-0.5481529925807698,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
44,0,-0.05460974862758345,0,0,20,1,1.141003634929538,5,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
40,0,0.1463931536362569,1,0,12,8,1.172068584400992,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,-0.3915852024228452,0,0,15,6,-0.5015555683735888,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,0,0.08399029182231954,1,1,7,8,1.1021724480902206,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48,0,-0.43099753620006886,0,1,21,10,0.6245488499666163,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,-0.23295055896952024,0,0,2,6,-0.6762959091505173,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,-0.046398845757328534,1,0,25,5,0.08091223421617244,4,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
38,0,-0.4474193419405787,0,0,23,5,1.0633412612509032,2,-0.4114531064930479,-0.25194037067217256,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,0,-0.04442822906846735,0,0,5,6,-0.10159434392861943,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,0,-0.36859467438613147,1,0,16,0,0.7565748852202956,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
62,0,-0.1278510022302573,0,0,2,3,0.2634188123609643,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
37,0,-0.19288135296267625,0,0,14,1,-0.4200100760110223,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
35,0,0.2754685467566642,0,0,12,0,0.35661366077532614,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
37,0,-0.028334859442767715,0,0,14,1,-0.39671136390743184,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
61,0,-0.3597268992862562,0,0,20,0,-0.2646853286537526,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
63,0,0.14212348414372436,0,0,7,11,-0.15207488681973208,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,-0.29272593186497603,0,1,2,0,-0.058880038405370275,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47,0,-0.2664510426801603,0,0,29,10,-0.5209711617932475,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36,0,-0.31834394882017136,1,0,30,0,1.1526529909813332,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47,0,-0.35151599641600123,0,0,10,3,0.07314599684830896,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,-0.06676188487556073,0,0,5,6,0.418743559718234,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
33,0,-0.33706480736435257,0,0,15,0,-0.3073996341770018,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,-0.5764947350609859,1,1,16,5,0.6866787489095242,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
38,0,-0.24411738687306694,1,0,6,6,0.7837567160078178,4,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29,0,-0.5308421151023687,1,0,14,8,0.5740683070755037,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,-0.3689231105009417,1,0,21,8,0.5973670191790942,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
34,0,-0.4457771613665277,0,0,18,1,0.43427603445396096,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,0,-0.20076381971812096,1,0,22,5,1.3196270943903983,5,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30,0,0.6495572815254782,0,0,3,6,-0.07829563182502898,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,0,-0.12390976885253495,1,0,23,5,0.5352371202361863,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,0,-0.3272117239200467,0,0,14,4,0.418743559718234,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25,0,-0.33345201010144043,0,0,20,1,0.03431481000899154,1,-0.4114531064930479,-0.25194037067217256,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25,0,-0.3475747630382789,0,0,26,8,-0.12489305603220989,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
22,0,-0.32228518219789376,0,0,12,3,-0.12100993734827815,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
26,0,-0.235906484002812,0,0,2,2,0.34108118603959914,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29,0,-0.3600553354010664,1,0,6,8,1.094406210722357,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32,0,-0.18105765282950917,1,0,14,8,1.183717940452787,1,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29,0,0.3838524646440291,0,0,19,1,1.4594193670119409,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,0,-0.14361593574114676,0,0,6,1,0.5740683070755037,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,-0.25397047031737285,0,0,19,0,-0.5170880431093159,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26,0,-0.08811023233822352,1,0,8,11,-0.47049061890213495,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,0,0.30995433881173484,0,0,6,1,-0.07441251314109724,4,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28,0,-0.3860017884710719,0,0,9,7,0.14304213315908032,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
62,0,0.043592649700665356,0,0,2,3,0.026548572641128053,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,-0.07497278774581564,0,0,21,0,0.7992891907435448,4,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
36,0,0.04720544696357752,0,0,14,1,0.2634188123609643,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,-0.15970930536684638,0,0,4,8,1.3312764504421934,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30,0,-0.34987381584195026,0,0,8,9,-0.2724515660216161,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
58,0,-0.4474193419405787,0,0,2,5,0.8536528523185891,2,-0.4114531064930479,-0.25194037067217256,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,0,-0.42902691951120764,0,0,7,11,0.11586030237155812,3,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,-0.137375649559753,0,0,29,10,-0.02781508893391634,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24,0,-0.22605340055850612,1,0,6,5,0.03431481000899154,1,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,0,-0.42639943059272606,0,0,2,6,0.011016097905401083,2,-0.4114531064930479,-0.25194037067217256,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
32,0,-0.3160448960165,0,0,4,8,0.03819792869292328,3,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
